title,ingredients,original_text,source,id,created_date,updated_date,created_by_id,created_by,is_sample
"Disznófőből való sajt","","A disznófejet mindaddig főzd, míg a csontjáról elválik, azután a két fülét vágd el; azt szép aprón s hosszan jól megmetéld, a felső bőrit levedd, s egy ruhába tedd; a több húsát, aki a fején van, leszedd, s abba a bőrbe rakd, s a metélt füleket belé hintegesd, s meg kell szépen fűszerszámozni, szegfű, bors, gyömbérrel; abba a ruhába szépen öszvetakarván meg kell nyomtatni.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc56d","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"A citrom-pogácsát tiszta nádcukorból így csináld","","Törd és szitáld meg a nádcukrot igen szépen, s a citrom-levet facsard közé; ugyan citromhajnak a sárgáját is igen aprón vagdald közé, olyan keményen gyúrd, hogy a formában jól feljöjjön.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc56e","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Tengeri szőlőből, azaz ribizliből, meggyből, sóskából is így csináld; csakhogy,","","A citromnak leve helyén, azoknak a magok levét töltsd, úgy rakd a papirosra, s megszárad szépen.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc56f","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Zsemlye-galuska","","Végy egy kanál szűrt vajat egy cserép tálba, egy kanállal mindaddig keverd, míg olyan lészen, mint a téjfel; azután két tojást törj belé, azt is azzal együtt keverd öszve; annakutána zsemle-kását keverj belé, míg sűrű lészen, hogy osztán megsűrűsödik, egy kevés sót is tégy belé, hogy sótalan ne maradjon; a zsemlye-kását, sót, vajat öszvekeverd, de igen sűrűre ne csináld, mert ha igen sűrűre csinálod, főtelen marad, ha pedig híg lészen, elporlik egymástól, öszve nem mégyen; azután tégy egy fazékba tiszta vizet a tűzhöz, hogy megforrjon; azt is illendőképpen főzd meg, egy kevés vajat is tégy belé, a zsemlye-kását csináld gömbelyegen, mintegy középszerű dió, és úgy dobd a vízbe; mikor szép lágyan megfő, borsot, gyömbért, sáfrányt tégy illendőképpen belé, szerecsendió-virággal együtt; mikor húsévő nap van, tehénhús-lévbe csinálhatod a galuskát, de vajat ne tégy belé, hanem borsot, sáfránt: ha jól meg tudod főzni, igen szép és jó.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc570","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"A marcafántot, azaz marcipánt így csináld","","Két font [1 font = kb. 0,5 kg] mandulát áztass meg estve hideg vízben, reggel osztán szépen vond le a haját; egy mozsárban törj meg benne egy fontot egy óráig törd, négyszer vagy ötször tölts rózsavizet, azaz rózsaolaj és víz keverékét reá, hogy olaja ne ereszkedjék; a másik font mandulát is hasonlóképpen törjed; azután másfél font nádcukrot végy, azzal is öszvetörd a megtört mandulával együtt, ameddig egy tojás megsül; azután egy rézmedencében csináld, lassú tűznél főzd meg, avagy inká bb csak melegítsed, erősen egy mozsártörővel keverjed, hogy hozzá ne égjen; mihelyt megmelegedik, mindjárt egy széles kés hegyin ázott drágántot, azaz növényi gyantát tégy belé, másfél óráig főzd csak lassú gyenge fövéssel, mindaddig, hogy ha nyomogatod is , kezedhez ne ragadjon. Az elsőt pedig mindaddig törd, hogy a fényessége ne lássék a mandulának, ha kezedhez ütögeted; azután vedd ki a tűztől, igen szép tört keményítőt köss egy ruhába, az asztalt azzal a keményítővel porozd meg, ruhán által, amint általjő, úgy osztán hömpölygesd meg; a tiszta mandulát azután nyújtsd el a nyújtófával, de akkor is hintsd meg az asztalt a keményítővel, s mind a tészta mandulát, úgy mesd osztán a formához, a szélit felhajtván mind körül, úgy osztán kenéshez használt toll végi vel cifrázd meg; azután a holmi cifrát akarsz rajta ejteni, drágánttal kend meg; azután egy tányért dörgölj meg krétával, arra tedd a képíró aranyat, azaz aranyfüstöt, a marcipánt vízzel kend meg; úgy rakd osztán az elvagdalt aranyfüstöt reá; azután tepsibe tedd, keményítővel meghintvén addig süsd, míg papiroson felül a kezed el nem állhatja a melegségét; azután vedd ki, hadd süljön meg magától a tepsin, meg újabban reá tedd a tűzre, mindaddig süsd, míg az alsó része egy kicsinyég meg nem pirul; ismét vedd ki, hadd süljön magától, azután egy tojásfehérjét egy óntányérra tölts ki, erősen habard meg, azután egy kés hegyin tört nádcukrot vess belé, azzal együtt is erősen habard meg a kés hegyivel, úgy osztán kend meg a marcipánt tábláit véle, mindenik tojást kü lön óntányérra csináld; akit veresen akarsz festeni, skárlát festékkel jó reggel törj meg mozsárban, egy kis rózsavizet tölts reá, azzal együtt jól törd öszve, azután egy üvegbe töltsd, hadd álljon úgy osztán egy falkáig; azután osztán végy tíz kés hegyin nádcukrot, tedd egy mozsárba a veres festékre, egy kis rózsavizet is tölts közibe; a festéket pedig erősen törd meg, hogy jó sűrű légyen, úgy osztán a marcipán tábláit töltsd meg véle: meleg helyen tartsd, hadd száradjon meg.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc571","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Apró fánkocskákat így csinálj","","Egy tojásfehérjét keményen habard meg egy tányéron; azután aprón vagdalt citromhajnak a sárgáját keverd közé, megtört szitált nádcukrot erősen habarj öszve úgy, hogy annyi légyen, mint egy öreg mogyoró, hogy meggömbölygethessék nádmézben, vagy vas- vagy ré zedényben, melynek mind alól s felül tüzet csinálhass reá; annak a fenekét kend meg fejér viasszal, úgy rakd azokat az apró golyóbisocskákat reá, s mind alól-felül szenet tégy, úgy süsd meg, csak szépen gyengén kell leszedni, ha megsülnek.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc572","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Mondola-téj, azaz mandula-tej","","A mandulát törd meg mozsárban; de sokáig ott ne hadd, mert megkeseredik; rózsavizet, azaz rózsaolaj és víz keverékét tölts reá, s tiszta ruhán facsard által. (Álom szerzeni igen jó, betegnek.)  ","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc573","2025-12-08T07:56:12.560000","2025-12-08T07:56:12.560000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Ég-lév","","Hagymát, almát, aprón meg kell vágni, és a nyers halnak a héját megtisztítván tedd a vagdalthoz, csak nyersen, és ezeket mind addig kell főzni, míg mind elfő, és a szitán ezeket átszűrvén töltsd a nyers halra, és főzd meg, bors, gyömbér, sáfrány belé; rakd ki a tálba, öntsd reá a levet, és megaluszik, mint a hideg étek.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc4fb","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Zsákvászonnal","","A sós káposztát vagy aprón, vagy levelenként feltépvén, mikor immár megfőtt, a csíkot káposzta -lévben öld meg, és azt úgy kell a káposzta közé rakni, a levet pedig megborsolván, gyömbérezvén, sáfrányozván reá kell önteni. Ha pedig ikrával főzöd, hasonlókép pen kell véle bánni; azonban metélj vereshagymát, pirítsd meg lenmag olajban, és a levével feleresztvén öntsd belé; ha a tálban felül megborsolod, tégy ízlésed szerint: igen jól esik.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc4fc","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Gutta-lév","","Az új csukát meghámozván darabonként metéld meg, sózd meg, és hadd álljon fél óráig; azután szokás szerint mosd ki a sóból; azután metélj igen szép karikára szeletelve vereshagymát, és a vasfazekat megbecsülve, hogy belé férjen, elsőben a fazékba rakj vereshagymát szép renddel, arra felül egy réteg halat, megint egy réteg hagymát, megint egy réteg halat, tudniillik míg a fazék megtelik. Erre felül tiszta vizet, hogy a halat lepje el, és mennél sebesebb tűzbe teheted, oda tedd, és mindaddig főzd, míg a víznek vagy harmada része elapad, avagy ameddig elég lesz, hogy a hagyma jól megfőjön; azután egy iccés [1 icce = kb. 8 dl] csuporba végy bort, ecetet, nádcukrot, vagy egyéb mézet, egy parányi lisztet a három ujjad közé, azt jól meghabarván, mikor az ember gondolja, hogy az étket kérik, a hal levével fel kell ereszteni a bba a csuporba, sáfrány, bors, fahéj, gyömbér, citromot szeltenként, fügét, mazsolát: és így ezek együtt lévén főzd meg jól, cukrozd meg, hogy jó édes légyen; mikor megfő, a halat rakd tálba, a levét öntsd reá, és a megfőtt hagymát és egyéb adalékot rakd r eá felül, és nyers citromot is, ha akarsz, felül szeltenként, és ezeket fahéjjal, és nádcukorral hintsd meg, és vigyék az asztalra.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc4fd","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Szíjalt rák, azaz keskeny szeletre vágott rák","","A rákot főzd meg sós vízben, tisztítsd meg a hajától, tedd egy csuporba, és metélj tárkonyt belé, ne igen aprón: annakutána a haját törd meg mennél jobban mozsárban; azonban végy vizet, és vess kenyérdarabokat belé, és borral felkevervén szitán szűrd át, egy kevés ecetet is belé, citromot szeltenként, hagymát, citrom-vizet, (ha egyi k sincs, anélkül is jó lesz): ezt a levet töltsd a tisztított rákra, borsot, sáfrányt, szerecsendió-virágot belé, ezzel főzd meg, és mikor megfő, tálald fel.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc4fe","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Lengyel cibre","","Borba cipót kell tenni, és mikor jól megfő, szitán szűrd át, tégy osztán abba mézet, úgy, hogy megérezzék; bors, gyömbér, sáfrány: forrald fel, és kockára vágott kenyérszeletre tálald fel.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc4ff","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Körtvély főve, azaz körte főzve","","Dobd a tűzbe a körtét, amíg a haja meg kezd égni, és kivévén hányd hideg vízbe, dörgöld a kezeddel, és szépen megtisztíthatod: azután metéld négy darabra, és borral tedd fel, főzd meg, bors, gyömbér, szegfüvet, mézet belé, és vagy két kenyérszeletre tálald fel.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc500","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Saláta","","A turbolyát, azaz az ánizshoz hasonló fűszert vagy cikóriát, vagy egyéb kerti salátát, szedd meg, mosd meg jól, és egy tálban jó ecetet s jó olívaolajat jól öszvehabarván csak hidegen öntsd reá, felül nádcukorral édesítsd meg.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc501","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Torzsa-saláta","","Mikor a nagy lapunak, akár pedig a kerti salátának a kórója gyenge, szedd meg, hántsd meg a hajától, és sós meleg vízzel öntsd meg, hogy vonja ki az erős ízét: azután meleg ecettel hamarébb voltáért, kaporral sózd bé, és mihelyt meghűlt, mindjárt jó. Némelyek kovásszal savanyítják meg, de későbbre érik meg, és a leve is sűrű lesz, nem lészen olyan jó.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc502","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Ugorka-saláta","","Hámozd meg a nyers ugorkát, kereken metéld fel, rakd tálba, sózd meg jól, és rázogasd meg: azután szűrd le a sós vizét, törj fokhagymát ecettel, borssal, csak hidegen ereszd fel, és öntsd a felmetélt ugorkára; jó étek: egy kevés olívaolajat kell belé tenni, és vidd az asztalra.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc503","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Miskuláncia-saláta","","Igen szép gyermekdéd salátát, zsálya levelet, fodorménta levelet, pujpunellát, azaz hasznos földitömjént, borrágót, azaz kerti ökörnyelvet, petrezselyemlevelet, turbolyát, azaz az ánizshoz hasonló fűszert, tárkonyt, köményle velet és ami füvek hozzá illenek, és mint az egyéb salátát, jó borecettel, sós olívaolajjal öntsd meg, és felül a borrágó-virággal hintsd bé: jó tiszta saláta, aki szereti, ha akarod, felül nádcukorral hintsd meg.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc504","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Mondola-lév, azaz mandula-lé","","A mandulát forrald fel tiszta vízben, és a haját meghámozva mozsárban törd meg, fejér kenyérbéllel együtt, szűrd át a szitán, tiszta vízzel szépen ereszd fel, nádcukrot, sót belé, rózsa vizet, azaz rózsaolaj és víz keverékét, forrald fel, és mikor sült alá feltálalod, szerecsendióval, fahajjal hintsd meg; ha pedig böjtnap, lapos kenyérszeletre öntsd reá, és a sült halat körítésnek tálald fel.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc505","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Bot-lév","","Bort, vizet, mézet forralj fel, vess mazsolát belé, ribizlit, akár vajat, és akár olívaolajat, bors, sáfrány, gyömbért: lapos kenyérszeletre, vagy kockára vágott kenyérszeletre tálald fel; ha tojással, liszttel megsűríted, majd olyan, mint a zsufa, és mint a sült halat, körítésnek tálald fel.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc506","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Kendermag-cibre","","A kendermagot mosd meg vízben, avagy főzd meg, ez míg kicsírázik, egynéhány lével szűrd le, azután mozsárban fejér kenyérbéllel törd meg jól, és meleg tiszta vízzel ereszd fel, tölts ecetet belé, hogy savanyú légyen, egy egész vereshagymát az íziért, sózd meg, és tálald fel kockára vágott kenyérszeletre. Némelyek csak szárazon törik meg a magot, de úgy majd porcogóson esik, mert poros lesz: tégy ízlésed szerint, amint szereted, úgy csináljad.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc507","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Ikrát főzni","","Forrald fel a hal ikrát, vízben, sóban, azt a levét szűrd le, rakd apróra, tedd fel ismét, és főzd meg jól; azután piríts lisztet, akár vajban, akár olajban, bors, gyömbér belé: vidd az asztalra.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc508","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Nyers káposzta-saláta","","Metéld meg igen szép aprón a nyers káposztát, és jól párold meg meleg vízben, azután facsard ki, és csinálj ecetet szalonnával, vagy olívaolajjal mint szintén egyéb salátának, főzd meg, öntsd reá, és tálald fel. Némelyek nem párolják meg, hanem csak megsózzák, úgy öntik meg forró ecettel: úgy is jó.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc509","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Borsóleves","","A borsót főzd meg jól vízben egy darab kenyérrel és szép vékonyon petrezselyem gyökérrel együtt, de a petrezselyemgyökeret öszvekösd, hogy el ne széledjen, egy kevés vereshagymát is metélj belé, azután a borsót, kenyeret, hagymát szűrd át a szitán, és a maga levével ereszd fel, és a petrezselyemgyökeret is tedd belé, gyömbér, egynéhány zsálya levele cskét is metélj, és kenyérszeletre tálald fel, felül olajjal hintsd meg: vidd az asztalra.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc50a","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Párolt rák","","A rákot megfőzvén sóban vízben, önts bort reá; leszűrvén az első levét, olívaolajat belé, petrezselyemlevelet metélve, bors, egy kis mézet is, ha akarsz, é s úgy melegen fedd bé jól, hadd párolódjék meg, ha egyszer felforrasztod ezekkel, még annál jobb lesz.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc50b","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
"Korpa-cibre","","A korpából igen jól szitáld ki a lisztet, azonban végy jó savanyú kovászt, és azt meleg vízzel öntsd meg, rontsd meg jól benne, mintegy három vagy négy icce [1 icce = kb. 8 dl] meleg vízben, amint a kezed elállhatja, azután öntsd közibe a korpát, és azt is keverd meg jól, hogy oly kemény légyen, mint a kenyérnek való tészta, egy cseberbe teheted; ez így lévén tegyed jó meleg helyre, hogy magában megposhadjon, harmadnapig jól csináld bé az edénybe, azután gyenge meleg vizet készítvén öntsd reá a korpára, keverd el jól, és azt szűrd által a szitán, a kezeddel nyomogasd ki a korpát, és tiszta edénybe szűrvén, mikor megszáll, főzhetsz benne, és azt a korpát vesd el, mert nem lészen jó másszor; és mikor főzni akarod, akár egy marok köleskását vess belé, és kockára vágott kenyérszeletre tálald fel, olajozd meg, akár pedig csak mikor feltálalod, tormázd meg.","Szakács mesterségnek könyvecskéje","6936849c5e3eee97212cc50c","2025-12-08T07:56:12.559000","2025-12-08T07:56:12.559000","6935c0db222d779da0f09512","marktoth220@gmail.com","false"
